Date,Region,Product,Customer_Segment,Sales_Units,Unit_Price,Discount,Shipping_Cost,Profit_Margin,Returns,Revenue,Month
2023-06-01,South,Laptop,Corporate,11.0,117.98,,13.87,0.11,0,1232.89,2023-06
2023-05-31,West,Monitor,Consumer,9.0,627.94,0.05,44.39,0.13,0,5368.89,2023-05
2023-07-09,East,Monitor,Consumer,13.0,509.86,0.0,36.7,0.26,0,6628.18,2023-07
2023-08-12,West,Smartphone,Corporate,10.0,566.21,0.1,25.42,0.13,0,4586.3,2023-08
2023-02-06,East,Desktop,Consumer,11.0,106.72,0.0,29.33,0.15,0,1173.92,2023-02
2023-09-25,East,Monitor,Home Office,5.0,480.42,0.0,43.23,0.19,0,2402.1,2023-09
2023-07-02,West,Smartphone,Home Office,9.0,746.26,0.0,26.61,0.2,0,6716.34,2023-07
2023-01-13,East,Desktop,Consumer,9.0,498.42,0.05,21.79,0.25,0,4261.49,2023-01
2023-10-06,North,Monitor,Home Office,5.0,759.0,0.0,,0.19,0,3795.0,2023-10
2023-08-05,South,Monitor,Consumer,5.0,309.72,0.1,31.06,0.26,0,1393.74,2023-08
2023-12-21,East,Laptop,Corporate,10.0,831.83,0.0,13.51,0.22,0,8318.3,2023-12
2023-12-27,North,Laptop,Consumer,13.0,629.59,0.15,45.54,0.12,0,6956.97,2023-12
2023-10-13,East,Desktop,Corporate,8.0,289.69,0.05,35.34,0.13,0,2201.64,2023-10
2023-09-30,South,Monitor,Home Office,12.0,313.05,0.15,33.5,0.19,0,3193.11,2023-09
2023-03-03,North,Tablet,Corporate,8.0,665.23,0.1,9.48,0.18,0,4789.66,2023-03
2023-03-25,South,Laptop,Home Office,11.0,,0.1,32.19,0.25,0,8384.8,2023-03
2023-08-05,South,Desktop,Consumer,11.0,474.07,0.1,10.44,0.22,0,4693.29,2023-08
2023-12-08,North,Monitor,Home Office,12.0,332.47,0.1,8.54,0.18,0,3590.68,2023-12
2023-07-06,North,Monitor,Consumer,14.0,880.31,0.0,28.73,0.13,0,12324.34,2023-07
2023-01-19,North,Tablet,Consumer,12.0,,0.05,23.13,0.15,0,8006.68,2023-01
2023-06-26,West,Desktop,Corporate,7.0,503.28,0.1,31.5,0.22,0,3170.66,2023-06
2023-04-10,North,Monitor,Corporate,8.0,539.11,0.15,9.01,0.18,0,3665.95,2023-04
2023-08-21,North,Laptop,Corporate,11.0,283.83,0.1,24.39,0.2,0,2809.92,2023-08
2023-03-17,North,Tablet,Corporate,7.0,664.12,0.05,12.87,0.13,0,4416.4,2023-03
2023-09-22,North,Desktop,Home Office,18.0,422.87,0.15,,0.23,0,6469.91,2023-09
2023-10-11,East,Tablet,Home Office,10.0,996.08,0.15,30.25,0.27,0,8466.68,2023-10
2023-07-25,West,Laptop,Home Office,10.0,532.17,0.15,35.93,0.15,0,4523.44,2023-07
2023-08-11,South,Desktop,Consumer,3.0,537.3,,19.64,0.2,0,1611.9,2023-08
2023-02-21,North,Tablet,Home Office,11.0,609.27,0.1,9.26,0.3,0,6031.77,2023-02
2023-12-05,East,Smartphone,Home Office,7.0,925.08,0.0,48.91,0.17,0,6475.56,2023-12
2023-05-24,East,Laptop,Home Office,13.0,820.74,0.15,17.88,0.22,0,9069.18,2023-05
2023-03-10,East,Laptop,Corporate,10.0,506.02,0.0,24.07,0.12,0,5060.2,2023-03
2023-04-09,South,Laptop,Home Office,7.0,746.83,0.0,34.24,0.22,0,5227.81,2023-04
2023-01-25,North,Smartphone,Consumer,13.0,627.61,0.0,6.11,0.12,1,8158.93,2023-01
2023-02-22,West,Smartphone,Corporate,12.0,543.13,0.1,41.46,0.29,0,5865.8,2023-02
2023-05-31,West,Monitor,Consumer,11.0,273.08,0.15,29.15,0.24,0,2553.3,2023-05
2023-05-24,East,Tablet,Home Office,7.0,517.54,0.15,17.52,0.26,0,3079.36,2023-05
2023-02-26,South,Monitor,Corporate,10.0,321.24,0.1,7.77,0.24,0,2891.16,2023-02
2023-02-08,South,Tablet,Consumer,15.0,923.36,0.0,12.31,0.22,0,13850.4,2023-02
2023-04-19,South,Smartphone,Home Office,8.0,401.87,,45.28,0.19,0,3214.96,2023-04
2023-06-30,West,Smartphone,Consumer,8.0,957.04,0.05,35.87,0.27,0,7273.5,2023-06
2023-02-11,East,Monitor,Consumer,9.0,579.75,0.05,16.25,0.29,0,4956.86,2023-02
2023-07-05,North,Desktop,Consumer,9.0,668.39,0.05,7.95,0.2,0,5714.73,2023-07
2023-08-11,West,Monitor,Home Office,16.0,588.65,0.1,36.08,0.29,0,8476.56,2023-08
2023-05-02,East,Tablet,Home Office,6.0,216.44,0.15,30.76,0.22,0,1103.84,2023-05
2023-05-13,East,Monitor,Consumer,19.0,438.24,0.05,23.2,0.21,0,7910.23,2023-05
2023-06-12,North,Laptop,Corporate,4.0,189.23,0.15,21.36,0.19,0,643.38,2023-06
2023-08-03,North,Tablet,Corporate,10.0,660.66,0.15,14.76,0.14,0,5615.61,2023-08
2023-08-09,North,Tablet,Home Office,9.0,502.19,0.15,35.13,0.1,0,3841.75,2023-08
2023-08-23,South,Desktop,Home Office,9.0,800.19,0.1,48.68,0.15,0,6481.54,2023-08
2023-11-27,North,Smartphone,Home Office,14.0,298.42,0.1,12.91,0.2,0,3760.09,2023-11
2023-05-26,East,Tablet,Home Office,9.0,248.11,0.1,31.87,0.18,0,2009.69,2023-05
2023-08-27,North,Smartphone,Home Office,9.0,465.7,0.1,24.09,0.19,0,3772.17,2023-08
2023-03-17,East,Monitor,Corporate,16.0,933.93,0.05,25.1,0.3,0,14195.74,2023-03
2023-01-09,West,Laptop,Home Office,17.0,739.38,0.0,16.44,0.17,0,12569.46,2023-01
2023-03-15,South,Desktop,Consumer,10.0,477.03,0.0,42.13,0.19,0,4770.3,2023-03
2023-09-10,West,Smartphone,Consumer,11.0,565.54,0.0,26.84,0.13,0,6220.94,2023-09
2023-08-18,West,Tablet,Corporate,8.0,175.79,0.05,29.45,0.11,0,1336.0,2023-08
2023-01-07,East,Smartphone,Consumer,9.0,986.12,0.0,18.71,0.26,0,8875.08,2023-01
2023-06-23,West,Tablet,Corporate,12.0,699.77,0.05,13.18,0.21,0,7977.38,2023-06
2023-05-21,East,Smartphone,Corporate,4.0,,0.05,8.87,0.25,0,1356.07,2023-05
2023-06-17,North,Tablet,Consumer,11.0,627.23,0.05,37.14,0.13,0,6554.55,2023-06
2023-06-19,North,Monitor,Home Office,13.0,198.53,0.0,13.83,0.21,0,2580.89,2023-06
2023-10-10,East,Tablet,Consumer,15.0,969.25,0.15,36.05,0.15,0,12357.94,2023-10
2023-05-02,North,Tablet,Consumer,8.0,257.31,0.0,22.57,0.15,0,2058.48,2023-05
2023-07-13,South,Laptop,Corporate,6.0,683.23,0.0,23.71,0.1,0,4099.38,2023-07
2023-01-05,West,Tablet,Consumer,11.0,320.91,0.1,26.11,0.13,0,3177.01,2023-01
2023-01-29,South,Laptop,Corporate,16.0,745.81,0.05,21.55,0.16,0,11336.31,2023-01
2023-06-14,West,Desktop,Home Office,11.0,,0.15,9.53,0.12,0,7471.96,2023-06
2023-12-05,North,Laptop,Home Office,4.0,706.08,0.1,18.93,0.3,0,2541.89,2023-12
2023-05-16,South,Monitor,Home Office,11.0,653.05,0.15,34.87,0.16,0,6106.02,2023-05
2023-12-31,North,Laptop,Consumer,10.0,903.22,0.15,34.96,0.13,0,9980.58,2023-12
2023-11-17,West,Desktop,Corporate,16.0,170.76,0.05,17.88,0.14,0,2595.55,2023-11
2023-12-08,East,Monitor,Home Office,10.0,397.82,0.0,25.7,0.22,0,3978.2,2023-12
2023-05-25,East,Smartphone,Corporate,16.0,323.46,0.05,13.71,0.11,0,4916.59,2023-05
2023-11-23,South,Smartphone,Corporate,10.0,989.21,0.05,14.47,0.27,0,9397.5,2023-11
2023-08-05,North,Laptop,Home Office,17.0,450.45,0.1,6.04,0.29,0,6891.88,2023-08
2023-10-28,North,Laptop,Home Office,13.0,759.35,0.05,45.35,0.15,0,9377.97,2023-10
2023-05-12,South,Desktop,Corporate,6.0,,0.0,14.48,0.19,0,4297.5,2023-05
2023-10-19,East,Desktop,Home Office,11.0,290.87,0.15,15.24,0.1,0,2719.63,2023-10
2023-03-11,West,Tablet,Corporate,15.0,315.1,0.05,17.58,0.23,0,4490.18,2023-03
2023-09-09,South,Desktop,Corporate,7.0,353.16,0.15,10.73,0.18,0,2101.3,2023-09
2023-10-02,West,Tablet,Home Office,13.0,470.01,0.05,33.77,0.15,0,5804.62,2023-10
2023-12-30,East,Monitor,Consumer,8.0,310.89,0.15,8.38,0.14,0,2114.05,2023-12
2023-07-01,North,Laptop,Home Office,10.0,117.69,0.05,11.04,0.23,0,1118.06,2023-07
2023-06-16,East,Monitor,Consumer,11.0,891.45,0.1,34.01,0.18,0,8825.36,2023-06
2023-04-01,South,Desktop,Corporate,11.0,,0.15,20.28,0.14,0,9060.62,2023-04
2023-07-21,North,Monitor,Corporate,11.0,407.41,0.05,36.86,0.24,0,4257.43,2023-07
2023-12-12,South,Monitor,Consumer,11.0,404.66,0.05,30.08,0.21,1,4228.7,2023-12
2023-01-19,South,Monitor,Corporate,7.0,106.38,0.1,16.52,0.27,0,670.19,2023-01
2023-02-08,East,Desktop,Consumer,11.0,,0.1,34.29,0.12,0,7051.08,2023-02
2023-05-06,South,Monitor,Consumer,10.0,842.9,0.1,10.23,0.26,0,7586.1,2023-05
2023-06-22,East,Tablet,Corporate,12.0,,0.15,29.14,0.23,0,2365.89,2023-06
2023-05-21,North,Desktop,Consumer,9.0,,0.15,24.67,0.12,0,1864.3,2023-05
2023-08-30,East,Monitor,Home Office,7.0,811.07,0.1,17.05,0.24,0,5109.74,2023-08
2023-08-08,North,Desktop,Home Office,9.0,654.66,0.0,32.18,0.19,0,5891.94,2023-08
2023-05-06,East,Smartphone,Corporate,9.0,140.37,0.0,44.21,0.29,0,1263.33,2023-05
2023-02-27,West,Tablet,Corporate,10.0,660.29,0.05,49.95,0.13,0,6272.75,2023-02
2023-05-28,West,Monitor,Consumer,14.0,378.03,0.0,32.35,0.23,0,5292.42,2023-05
2023-11-13,South,Smartphone,Consumer,10.0,431.85,0.05,23.21,0.18,0,4102.58,2023-11
2023-12-27,East,Smartphone,Consumer,4.0,792.76,0.15,,0.29,0,2695.38,2023-12
2023-01-01,East,Desktop,Consumer,3.0,829.84,0.15,16.57,0.17,0,2116.09,2023-01
2023-12-14,North,Smartphone,Home Office,10.0,460.32,0.0,26.58,0.29,0,4603.2,2023-12
2023-07-09,South,Tablet,Home Office,14.0,952.44,0.15,21.53,0.28,0,11334.04,2023-07
2023-07-10,East,Tablet,Corporate,4.0,465.82,0.1,46.12,0.15,0,1676.95,2023-07
2023-11-08,South,Laptop,Consumer,6.0,794.65,0.1,21.57,0.26,0,4291.11,2023-11
2023-04-27,West,Tablet,Consumer,10.0,535.49,0.0,21.81,0.3,0,5354.9,2023-04
2023-05-14,East,Smartphone,Corporate,6.0,907.78,0.0,22.26,0.15,1,5446.68,2023-05
2023-02-27,East,Tablet,Consumer,10.0,916.99,0.05,42.65,0.19,0,8711.4,2023-02
2023-02-13,South,Desktop,Consumer,11.0,178.68,0.15,34.29,0.2,0,1670.66,2023-02
2023-06-22,East,Laptop,Consumer,10.0,942.84,0.05,32.64,0.16,0,8956.98,2023-06
2023-06-09,South,Smartphone,Consumer,6.0,842.98,0.05,20.04,0.1,0,4804.99,2023-06
2023-06-22,East,Laptop,Consumer,17.0,812.18,0.1,41.81,0.14,0,12426.35,2023-06
2023-11-13,North,Smartphone,Corporate,12.0,280.82,0.1,6.73,0.16,0,3032.86,2023-11
2023-10-30,South,Desktop,Consumer,9.0,824.61,0.1,44.19,0.19,0,6679.34,2023-10
2023-05-29,East,Laptop,Corporate,5.0,865.12,0.1,28.07,0.13,0,3893.04,2023-05
2023-03-21,West,Monitor,Consumer,13.0,360.24,0.05,22.92,0.27,0,4448.96,2023-03
2023-08-01,East,Smartphone,Home Office,10.0,957.03,0.1,27.37,0.24,0,8613.27,2023-08
2023-07-22,West,Monitor,Home Office,15.0,144.87,0.15,35.03,0.12,1,1847.09,2023-07
2023-09-09,West,Laptop,Home Office,8.0,234.92,0.1,5.57,0.23,0,1691.42,2023-09
2023-08-17,North,Monitor,Home Office,14.0,583.82,0.1,44.22,0.23,0,7356.13,2023-08
2023-06-13,South,Monitor,Corporate,9.0,618.21,0.1,25.1,0.29,0,5007.5,2023-06
2023-08-15,East,Laptop,Corporate,21.0,680.64,0.0,20.43,0.1,0,14293.44,2023-08
2023-05-27,North,Desktop,Consumer,13.0,115.27,0.15,11.22,0.15,0,1273.73,2023-05
2023-01-20,East,Monitor,Home Office,12.0,964.33,0.15,24.78,0.29,0,9836.17,2023-01
2023-02-16,West,Monitor,Corporate,11.0,140.13,0.05,27.33,0.29,0,1464.36,2023-02
2023-08-21,South,Desktop,Consumer,4.0,228.76,0.05,23.16,0.24,0,869.29,2023-08
2023-11-01,East,Monitor,Consumer,6.0,112.61,0.1,35.54,0.25,0,608.09,2023-11
2023-01-14,East,Monitor,Corporate,10.0,610.17,0.0,23.94,0.12,0,6101.7,2023-01
2023-05-23,West,Monitor,Home Office,6.0,,0.05,48.26,0.2,0,5352.53,2023-05
2023-01-01,East,Tablet,Consumer,9.0,699.35,0.05,31.97,0.15,0,5979.44,2023-01
2023-02-23,East,Desktop,Home Office,9.0,840.39,0.1,41.34,0.14,0,6807.16,2023-02
2023-09-16,West,Monitor,Home Office,10.0,111.95,0.1,9.92,0.26,0,1007.55,2023-09
2023-05-24,North,Desktop,Home Office,9.0,587.81,0.05,,0.13,0,5025.78,2023-05
2023-01-12,West,Smartphone,Consumer,11.0,513.61,0.05,20.16,0.19,0,5367.22,2023-01
2023-11-26,North,Smartphone,Home Office,10.0,549.07,0.15,30.63,0.29,0,4667.1,2023-11
2023-08-12,South,Monitor,Consumer,11.0,164.99,0.0,43.75,0.14,0,1814.89,2023-08
2023-09-29,North,Desktop,Home Office,10.0,715.99,0.15,8.53,0.3,0,7303.1,2023-09
2023-12-24,North,Desktop,Consumer,9.0,552.9,0.05,8.27,0.3,0,4727.29,2023-12
2023-06-05,South,Desktop,Home Office,11.0,788.63,0.15,43.26,0.21,0,7373.69,2023-06
2023-01-08,North,Tablet,Corporate,12.0,536.76,0.15,14.58,0.13,1,5474.95,2023-01
2023-05-02,West,Smartphone,Home Office,11.0,234.44,0.05,35.09,0.16,0,2449.9,2023-05
2023-12-14,North,Desktop,Home Office,6.0,683.43,0.1,29.43,0.18,0,3690.52,2023-12
2023-06-13,South,Desktop,Consumer,9.0,255.15,0.05,42.48,0.16,0,2181.53,2023-06
2023-03-31,West,Tablet,Consumer,10.0,885.16,0.1,10.63,0.16,0,7966.44,2023-03
2023-05-16,South,Tablet,Home Office,8.0,651.8,,10.84,0.29,0,4953.68,2023-05
2023-07-05,South,Desktop,Corporate,16.0,241.48,0.05,30.06,0.13,0,3670.5,2023-07
2023-11-12,East,Laptop,Corporate,10.0,966.1,0.05,47.59,0.25,0,9177.95,2023-11
2023-06-27,East,Desktop,Consumer,11.0,566.53,0.0,23.67,0.1,0,6231.83,2023-06
2023-01-28,South,Desktop,Corporate,9.0,165.61,,19.71,0.22,0,1341.44,2023-01
2023-08-08,South,Tablet,Home Office,15.0,664.15,0.0,32.3,0.28,0,9962.25,2023-08
2023-12-23,South,Tablet,Consumer,11.0,327.88,0.05,46.87,0.16,0,3426.35,2023-12
2023-02-10,East,Desktop,Home Office,9.0,823.32,0.15,42.66,0.14,0,6298.4,2023-02
2023-08-16,East,Desktop,Consumer,15.0,836.04,0.0,49.8,0.23,0,12540.6,2023-08
2023-07-11,North,Desktop,Consumer,7.0,981.05,0.1,6.02,0.24,0,6180.62,2023-07
2023-05-25,North,Tablet,Consumer,7.0,551.68,0.05,10.08,0.24,0,3668.67,2023-05
2023-07-20,South,Desktop,Consumer,8.0,509.46,0.0,32.43,0.16,0,4075.68,2023-07
2023-07-31,West,Desktop,Corporate,11.0,778.13,0.15,41.93,0.15,0,7275.52,2023-07
2023-08-08,West,Monitor,Home Office,11.0,219.22,0.0,17.84,0.29,0,2411.42,2023-08
2023-08-28,East,Laptop,Home Office,5.0,592.22,0.1,15.76,0.28,0,2664.99,2023-08
2023-02-15,East,Smartphone,Home Office,10.0,591.62,0.0,40.41,0.19,0,5916.2,2023-02
2023-02-04,East,Laptop,Consumer,8.0,180.53,0.15,7.54,0.27,0,1227.6,2023-02
2023-09-10,South,Monitor,Corporate,13.0,476.19,0.15,21.62,0.19,0,5261.9,2023-09
2023-03-23,West,Smartphone,Home Office,11.0,867.96,0.1,27.76,0.18,0,8592.8,2023-03
2023-09-13,North,Desktop,Corporate,14.0,870.54,0.15,30.22,0.13,0,10359.43,2023-09
2023-07-16,South,Monitor,Consumer,11.0,189.31,0.05,37.79,0.19,0,1978.29,2023-07
2023-10-30,North,Desktop,Home Office,8.0,181.65,0.15,20.97,0.21,0,1235.22,2023-10
2023-01-10,North,Tablet,Corporate,3.0,336.43,0.05,32.57,0.1,0,958.83,2023-01
2023-11-08,South,Monitor,Consumer,15.0,887.29,0.0,31.34,0.19,0,13309.35,2023-11
2023-10-13,North,Tablet,Corporate,7.0,216.01,0.05,29.64,0.26,0,1436.47,2023-10
2023-08-30,West,Monitor,Home Office,14.0,748.0,0.05,,0.24,1,9948.4,2023-08
2023-09-08,North,Monitor,Home Office,12.0,191.05,,16.68,0.23,0,2292.6,2023-09
2023-12-31,West,Tablet,Consumer,8.0,660.82,0.15,8.81,0.28,0,4493.58,2023-12
2023-01-05,West,Smartphone,Consumer,8.0,420.46,0.05,10.37,0.1,0,3195.5,2023-01
2023-04-29,West,Laptop,Consumer,19.0,810.02,0.15,15.11,0.21,0,13081.82,2023-04
2023-10-16,East,Desktop,Corporate,6.0,310.32,0.0,27.51,0.26,0,1861.92,2023-10
2023-03-06,North,Monitor,Corporate,12.0,675.28,0.1,42.82,0.21,0,7293.02,2023-03
2023-05-26,South,Desktop,Corporate,7.0,312.11,0.15,36.56,0.16,0,1857.05,2023-05
2023-08-12,South,Tablet,Consumer,8.0,742.29,0.15,,0.13,0,5047.57,2023-08
2023-08-27,North,Desktop,Home Office,11.0,886.31,0.1,20.79,0.28,0,8774.47,2023-08
2023-06-26,East,Tablet,Home Office,7.0,214.12,0.1,23.21,0.19,0,1348.96,2023-06
2023-09-24,East,Desktop,Corporate,8.0,879.94,0.0,22.72,0.28,0,7039.52,2023-09
2023-12-07,West,Laptop,Corporate,9.0,634.22,0.15,13.63,0.22,0,4851.78,2023-12
2023-10-09,North,Laptop,Home Office,9.0,214.4,0.15,7.75,0.23,0,1640.16,2023-10
2023-03-04,North,Laptop,Home Office,4.0,484.79,0.0,,0.26,0,1939.16,2023-03
2023-08-05,South,Laptop,Corporate,5.0,244.77,0.15,49.51,0.23,0,1040.27,2023-08
2023-12-08,North,Laptop,Corporate,8.0,730.31,0.05,12.51,0.18,0,5550.36,2023-12
2023-11-11,East,Laptop,Home Office,14.0,782.98,0.05,7.1,0.2,0,10413.63,2023-11
2023-10-10,North,Tablet,Consumer,13.0,195.22,0.05,40.08,0.26,0,2410.97,2023-10
2023-06-26,South,Monitor,Corporate,12.0,,0.15,16.37,0.17,0,5666.41,2023-06
2023-04-08,West,Desktop,Home Office,10.0,833.16,0.05,,0.18,0,7915.02,2023-04
2023-04-15,South,Laptop,Home Office,10.0,942.55,,36.68,0.12,1,8954.22,2023-04
2023-04-09,South,Tablet,Home Office,8.0,,0.0,47.56,0.28,0,4497.36,2023-04
2023-11-07,West,Tablet,Home Office,14.0,955.25,0.0,23.4,0.12,0,13373.5,2023-11
2023-01-06,South,Tablet,Consumer,17.0,582.12,0.1,34.79,0.23,0,8906.44,2023-01
2023-07-16,South,Monitor,Home Office,8.0,454.77,0.1,25.92,0.18,0,3274.34,2023-07
2023-12-17,North,Desktop,Corporate,10.0,863.38,0.1,33.38,0.18,0,4662.25,2023-12
2023-05-13,North,Monitor,Consumer,12.0,543.68,0.1,25.23,0.24,0,5871.74,2023-05
2023-12-24,West,Smartphone,Home Office,6.0,524.71,0.0,13.49,0.11,0,3148.26,2023-12
2023-09-16,North,Tablet,Consumer,12.0,541.28,0.0,27.86,0.22,0,6495.36,2023-09
2023-01-23,North,Smartphone,Corporate,14.0,862.11,0.0,28.79,0.25,0,12069.54,2023-01
2023-02-22,South,Laptop,Home Office,10.0,848.75,0.05,41.48,0.27,0,8063.12,2023-02
2023-06-14,East,Laptop,Corporate,12.0,463.17,0.05,38.1,0.13,0,5280.14,2023-06
2023-07-21,North,Monitor,Home Office,11.0,399.97,0.1,34.87,0.28,0,3959.7,2023-07
2023-03-24,East,Desktop,Home Office,12.0,542.74,0.05,10.1,0.23,0,6187.24,2023-03
2023-05-25,North,Smartphone,Home Office,12.0,615.5,0.15,,0.28,0,6278.1,2023-05
2023-03-26,North,Desktop,Home Office,14.0,314.5,0.0,27.51,0.2,0,4403.0,2023-03
2023-03-19,West,Monitor,Home Office,5.0,814.56,0.1,45.23,0.21,0,3665.52,2023-03
2023-01-01,West,Laptop,Consumer,14.0,537.83,0.1,46.39,0.28,0,6776.66,2023-01
2023-02-20,West,Desktop,Home Office,11.0,400.64,0.15,7.48,0.28,0,3745.98,2023-02
2023-06-22,East,Desktop,Home Office,8.0,196.14,0.05,41.93,0.19,0,1490.66,2023-06
2023-07-24,South,Laptop,Consumer,9.0,314.96,0.1,6.7,0.15,0,2551.18,2023-07
2023-09-17,North,Smartphone,Consumer,9.0,954.35,0.05,21.52,0.18,0,8159.69,2023-09
2023-10-15,North,Laptop,Consumer,10.0,374.59,0.05,29.4,0.18,0,3558.6,2023-10
2023-02-03,North,Desktop,Consumer,14.0,251.97,,11.66,0.16,0,2998.44,2023-02
2023-12-14,East,Smartphone,Consumer,10.0,514.61,0.1,38.58,0.15,0,4631.49,2023-12
2023-04-05,West,Smartphone,Consumer,11.0,376.38,,5.38,0.27,0,3933.17,2023-04
2023-03-13,South,Laptop,Home Office,9.0,131.64,0.05,,0.11,0,1125.52,2023-03
2023-02-08,East,Desktop,Home Office,7.0,390.83,0.15,31.14,0.24,0,2325.44,2023-02
2023-06-03,West,Monitor,Corporate,11.0,589.7,0.15,37.15,0.13,0,5513.7,2023-06
2023-09-07,East,Desktop,Home Office,10.0,596.54,0.05,46.25,0.17,0,5667.13,2023-09
2023-06-11,South,Tablet,Home Office,13.0,420.9,0.15,36.75,0.11,0,4650.94,2023-06
2023-04-28,West,Monitor,Consumer,8.0,502.57,0.05,35.23,0.15,0,3819.53,2023-04
2023-09-16,East,Smartphone,Consumer,15.0,968.97,0.1,22.75,0.25,0,13081.1,2023-09
2023-11-02,South,Monitor,Home Office,3.0,439.61,0.0,5.06,0.28,0,1318.83,2023-11
2023-09-25,North,Smartphone,Corporate,9.0,332.4,0.15,10.41,0.14,0,2542.86,2023-09
2023-02-23,South,Smartphone,Consumer,6.0,,0.0,29.05,0.19,0,1914.72,2023-02
2023-08-24,North,Monitor,Home Office,16.0,511.99,0.05,35.38,0.19,0,7782.25,2023-08
2023-08-10,East,Smartphone,Home Office,5.0,783.57,0.05,23.79,0.27,0,3721.96,2023-08
2023-09-08,West,Smartphone,Corporate,8.0,285.39,,37.88,0.25,0,2168.96,2023-09
2023-11-09,West,Tablet,Corporate,11.0,738.37,0.0,28.48,0.2,0,8122.07,2023-11
2023-04-22,East,Desktop,Consumer,5.0,119.03,0.05,8.34,0.23,0,565.39,2023-04
2023-09-12,West,Desktop,Corporate,3.0,477.04,0.15,13.64,0.27,0,1216.45,2023-09
2023-10-30,West,Tablet,Home Office,13.0,798.28,0.1,42.8,0.1,0,9339.88,2023-10
2023-07-26,North,Monitor,Home Office,9.0,404.86,0.1,37.62,0.18,0,3279.37,2023-07
2023-08-17,East,Laptop,Corporate,10.0,607.36,0.15,45.26,0.28,0,5162.56,2023-08
2023-12-07,South,Laptop,Corporate,14.0,284.48,0.1,10.29,0.25,0,3584.45,2023-12
2023-03-07,North,Laptop,Corporate,13.0,767.8,0.0,49.56,0.21,0,9981.4,2023-03
2023-03-16,East,Tablet,Corporate,7.0,147.05,0.05,14.42,0.21,0,977.88,2023-03
2023-04-13,North,Tablet,Consumer,5.0,867.29,0.05,5.53,0.17,0,4119.63,2023-04
2023-07-11,South,Smartphone,Corporate,8.0,278.38,0.05,49.88,0.2,0,2115.69,2023-07
2023-09-09,South,Laptop,Consumer,9.0,886.96,0.0,17.65,0.23,0,7982.64,2023-09
2023-08-14,East,Monitor,Home Office,13.0,417.28,0.0,35.06,0.18,0,5424.64,2023-08
2023-10-21,South,Monitor,Corporate,13.0,750.42,0.0,,0.24,0,9755.46,2023-10
2023-11-02,North,Laptop,Consumer,8.0,387.3,0.15,31.11,0.27,0,2633.64,2023-11
2023-04-08,South,Laptop,Corporate,7.0,915.32,0.0,45.68,0.13,0,6407.24,2023-04
2023-12-04,North,Laptop,Home Office,7.0,213.97,0.1,19.41,0.19,0,1348.01,2023-12
2023-10-13,North,Tablet,Home Office,8.0,260.67,0.15,35.16,0.18,0,1772.56,2023-10
2023-12-01,South,Tablet,Home Office,9.0,543.73,0.15,13.46,0.24,0,4159.53,2023-12
2023-12-13,East,Tablet,Corporate,15.0,173.74,0.15,33.12,0.15,0,2215.19,2023-12
2023-11-04,West,Desktop,Corporate,8.0,276.38,0.0,20.14,0.23,0,2211.04,2023-11
2023-09-06,South,Monitor,Consumer,17.0,949.39,0.15,14.5,0.28,0,13718.69,2023-09
2023-06-15,North,Monitor,Home Office,8.0,978.84,0.0,19.09,0.18,0,7830.72,2023-06
2023-12-01,North,Smartphone,Corporate,8.0,438.63,0.0,13.05,0.28,0,3509.04,2023-12
2023-01-30,South,Tablet,Home Office,13.0,930.96,0.15,45.59,0.3,0,10287.11,2023-01
2023-09-04,East,Desktop,Home Office,10.0,590.34,0.05,22.87,0.12,0,6169.05,2023-09
2023-04-16,East,Desktop,Consumer,7.0,342.77,0.05,16.04,0.15,1,2279.42,2023-04
2023-02-20,North,Monitor,Consumer,10.0,732.16,0.15,25.18,0.29,0,6223.36,2023-02
2023-03-22,North,Tablet,Consumer,17.0,693.01,0.05,19.42,0.29,0,11192.11,2023-03
2023-05-13,East,Smartphone,Consumer,14.0,990.21,0.1,38.5,0.12,0,12476.65,2023-05
2023-10-12,West,Tablet,Home Office,14.0,338.54,0.1,48.7,0.1,0,4265.6,2023-10
2023-05-18,South,Laptop,Consumer,10.0,704.85,0.0,24.71,0.13,0,7048.5,2023-05
2023-07-03,North,Tablet,Consumer,7.0,146.82,0.05,43.75,0.3,0,976.35,2023-07
2023-11-26,North,Laptop,Consumer,10.0,202.28,0.1,30.46,0.14,0,1456.42,2023-11
2023-09-30,East,Laptop,Consumer,9.0,103.53,0.15,12.08,0.2,0,792.0,2023-09
2023-12-06,South,Smartphone,Home Office,10.0,999.51,0.05,36.08,0.27,0,5697.21,2023-12
2023-03-10,East,Monitor,Consumer,6.0,822.05,0.1,28.1,0.1,0,4439.07,2023-03
2023-02-03,South,Tablet,Home Office,10.0,808.05,0.1,34.28,0.22,0,7272.45,2023-02
2023-09-19,South,Laptop,Corporate,12.0,558.75,0.15,45.04,0.16,0,5699.25,2023-09
2023-02-22,South,Tablet,Home Office,6.0,370.06,0.0,,0.27,0,2220.36,2023-02
2023-07-24,North,Monitor,Home Office,5.0,236.14,0.15,45.55,0.16,0,1003.59,2023-07
2023-05-06,West,Monitor,Consumer,9.0,356.21,0.0,38.78,0.24,0,3205.89,2023-05
2023-08-23,East,Desktop,Corporate,17.0,438.37,0.1,26.99,0.23,0,6707.06,2023-08
2023-02-12,West,Monitor,Corporate,6.0,780.68,0.0,32.14,0.14,0,4684.08,2023-02
